"Nom ou raison sociale du bénéficiaire","Intitulé du dossier","Montant du projet en coût total","Montant du cofinanceur européen","Fonds européen concerné","Région de localisation du dossier","Localisation","Programme","Catégo- -risation","Libellé catégorisation"
"1ER REGIMENT DU SERVICE MILITAIRE ADAPTE","INSERTION DES JEUNES EN DIFFICULTE","2,145,537 €","500,000 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"AGENCE D'INSERTION DE LA MARTINIQUE","Programme 2008 d'action d'insertion en faveur des allocataires du RMI","1,721,876 €","860,938 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"ARACT MARTINIQUE","Conditions de travail & Développement Durable: de la nécessité de l'innovation sociale","2,559,192 €","2,047,353 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","63","Conception et diffusion de modes d'organisation du travail innovateurs et plus productifs"
"CONSEIL GENERAL DE LA MARTINIQUE","AIDE A LA MOBILITE CG/ANT","100,000 €","75,000 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"CONSEIL REGIONAL DE LA MARTINIQUE","Subvention globale CR","50,646,887 €","33,518,304 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE",,
"DTEFP Martinique","ASSISTANCE TECHNIQUE 2008-2009-2010","560,000 €","420,000 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","86","Evaluation et études; information et communication"
"FAFSEA MARTINIQUE","Professionalisation des salariés du secteur de la banane","2,340,000 €","702,000 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","62","Développement de systèmes et stratégies d'apprentissage tout au long de la vie dans les entreprises; formation et services aux employés..."
"GIP FORMATION CONTINUE INSERTION PROFESSIONNELLE","Accompagnement à la préparat° aux Dipl. Prof. , scolaires et universitaires  2009-2010 (Pop. pénales fémi et masculines) ","98,336 €","48,336 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"GIP FORMATION CONTINUE INSERTION PROFESSIONNELLE","Accompagnement à la préparation aux diplômes professionnels, scolaires et universitaires","83,328 €","39,201 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"GIP FORMATION CONTINUE INSERTION PROFESSIONNELLE","Accompagnement des contrats aides","1,397,344 €","627,276 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","66","Mise en oeuvre de mesures actives et préventives sur le marché de l'emploi"
"GIP FORMATION CONTINUE INSERTION PROFESSIONNELLE","DISPOSITIF RELAIS 2009-2010","440,793 €","193,946 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"OBJECTIF PREVENTION MARTINIQUE","L'auto école de l'Insertion","98,678 €","22,750 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"OMDAC","Développement d'installation pour l'animation dans le cadre du patrimoine culturel martiniquais: couval bwa, manège traditionnel","22,700 €","22,700 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","68","Aide au travail indépendant et à la création d'entreprise"
"TC SERVICES","Service de portage de repas","23,000 €","23,000 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","68","Aide au travail indépendant et à la création d'entreprise"
"Union des Femmes de la Martinique","Campagne 2009 pour l'élimination des violences envers les femmes","47,007 €","40,000 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE","PO FSE MARTINIQUE","69","Mesures pour améliorer l'accès à l'emploi et renforcer la participation durable et la progression des femmes..."
"Association Martiniquaise pour l'Education et l'Insertion des Sourds","Dispositif d'accompagnement et de suivi des personnes sourdes dans un parcours de formation professionnelle et d'accès à l'emploi en milieu ordinaire","260,000 €","104,000 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE / FORT-DE-FRANCE","PO FSE MARTINIQUE","71","Parcours d'insertion et de retour à l'emploi pour les personnes défavorisées..."
"Association pour la Formation Professionnelle des Adultes en Martinique(AFPA)","AGENT (E) DE PROPRETE ET D'HYGIENE","27,500 €","19,250 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE / FORT-DE-FRANCE","PO FSE MARTINIQUE","69","Mesures pour améliorer l'accès à l'emploi et renforcer la participation durable et la progression des femmes..."
"Association pour la Formation Professionnelle des Adultes en Martinique(AFPA)","CONDUCTEUR (TRICE) LIVREUR (EUSE) SUR VEHICULE UTILITAIRE LEGER","47,880 €","40,698 €","FONDS SOCIAL EUROPEEN","MARTINIQUE","MARTINIQUE / FORT-DE-FRANCE","PO FSE MARTINIQUE","69","Mesures pour améliorer l'accès à l'emploi et renforcer la participation durable et la progression des femmes..."
