ELENCO BENEFICIARI PROGRAMMA OPERATIVO FESR 2007-2013,,,,,,
Asse,Operazione,Beneficiario,Denominazione intervento,Anno,Importo impegnato ,Importo pagato
1, Attività n. 7 e 8 (bando 1/2007),Comune di Mezzocorona,Realizzazione centro giovanile,2007,"960,574.40",
1, Attività n. 7 e 8 (bando 1/2007),Comune di Dro,Sistemazione ed ampliamento della scuola materna        ,2007,"1,075,712.00",
1, Attività n. 7 e 8 (bando 1/2007),Comune di Sant'Orsola Terme,Centro polifunzionale in località Mala                                    ,2007,"1,233,753.83",
1, Attività n. 7 e 8 (bando 1/2007),Comune di Dambel,Realizzazione edificio polifunzionale,2007,"2,038,354.28",
1, Attività n. 7 e 8 (bando 1/2007),Comune di Vigo Rendena,Ristrutturazione sede Municipio ,2007,"2,334,306.25",
1, Attività n. 7 e 8 (bando 1/2007),Comune di Zambana,Ristrutturazione dell'ex colonia in località Santel                       ,2007,"1,357,299.24",
5,Attività  n.1,PAT - Autorità di Gestione del Programma Operativo,Affidamento incarico di collaborazione coordinata e continuativa per lo svolgimento di attività di assistenza alla gestione del P.O. - dott.ssa Maria Alessia Loche - anno 2008,2008,"28,500.00","27,335.70"
5,Attività n. 1 e 3,PAT - Autorità di Gestione del Programma Operativo,Approvazione di un programma di spesa in economia,2008,"200,000.00",
5,Attività n. 3,PAT - Autorità di Gestione del Programma Operativo,Affidamento incarico per progettazione grafica e stampa Programma Operativo,2008,"8,724.80","8,724.80"
5,Attività n. 4,PAT - Autorità di Gestione del Programma Operativo,Affidamento incarico di consulenza dott. Ferruccio Biolcati,2009,"11,600.00",
5,Attività n. 4,PAT - Autorità di Gestione del Programma Operativo,Affidamento incarico di consulenza prof. Antonio Schizzerotto,2009,"3,400.00",
5,Attività n. 2,PAT - Autorità di Gestione del Programma Operativo,"Affidamento incarico di predisposizione, manutenzione e assistenza di un sistema  informativo di monitoraggio delle attività a cofinanziamento del FESR a Performer SpA",2009,"202,920.00",
5,Attività n. 1,PAT - Autorità di Gestione del Programma Operativo,Affidamento incarico di collaborazione coordinata e continuativa per lo svolgimento di attività di assistenza alla gestione del P.O. - dott.ssa Maria Alessia Loche - anno 2009,2009,"30,500.00",
5,Attività n. 1,PAT - Autorità di Gestione del Programma Operativo,Affidamento incarico di collaborazione coordinata e continuativa a supporto delle attività di audit sui Fondi Strutturali - dott.ssa Maria Grazia Puddu dal 01/07/2009 al 30/06/2009,2009,"28,400.00",
1,Attività n. 2 e 4 (Bando 1/2008),Barberi Mauro,La stufa ad accumulo - innovazione nella tradizione,2009,"586,736.83"
1,Attività n. 2 e 4 (Bando 1/2008),Solartrento SpA,Concentratore solare,2009,"1,244,100.00"
4,Attività n. 1 e 2 (Bando 2/2009),Ente Parco Adamello Brenta,"Realizzazione del centro didattico faunistico ""acqua-terra-aria"" in C.C. Spiazzo",2009,"600,000.00"
4,Attività n. 1 e 2 (Bando 2/2009),Ente Parco Paneveggio Pale di San Martino,"Realizzazione di un nuovo sentiero didattico e ricreativo, in C.C. Tonadico, centro visitatori di Villa Welsperg, denominato sentiero ""Le Muse Fedaie""",2009,"317,655.95"
4,Attività n. 1 e 2 (Bando 2/2009),Ente Parco Paneveggio Pale di San Martino,"Allestimento interno di un edificio destinato a punto di accoglienza al visitatore della Val Canali, in loc. ""Cesurette"" in C.C. Tonadico",2009,"183,486.72"
1,Attività n. 2 e 4 (Bando 1/2008),Neuricam Spa,Optostat: Verso la rilevazione semi-statica di persone,2009,"167,950.00"
1,Attività n. 2 e 4 (Bando 1/2008),Stain Engineering Srl,Edificio emissioni zero,2009,"146,727.20"
1,Attività n. 2 e 4 (Bando 1/2008),Necsi Srl,Edificio emissioni zero,2009,"126,624.40"
1,Attività n. 2 e 4 (Bando 1/2008),Quasar Ingegneria Ambientale Srl,Edificio emissioni zero,2009,"130,905.60"
1,Attività n. 2 e 4 (Bando 1/2008),EnginSoft SpA,Sviluppo di metodologie e strumenti per la valutazione e l'ottimizzazione a calcolo dell'impatto ambientale d'edifici (BENIMPACT),2009,"836,428.00"
1,Attività n. 2 e 4 (Bando 1/2008),Ille Prefabbricati SpA,Dolomiti pro: un nuovo sistema costruttivo a telaio per edifici di legno a basso impatto energetico-ambientale,2009,"1,030,776.64"
1,Attività n. 2 e 4 (Bando 1/2008),Duplo Costruzioni edili Srl,Dolomiti pro: un nuovo sistema costruttivo a telaio per edifici di legno a basso impatto energetico-ambientale,2009,"222,949.12"
1,Attività n. 2 e 4 (Bando 1/2008),Edelzoone Srl,Dolomiti pro: un nuovo sistema costruttivo a telaio per edifici di legno a basso impatto energetico-ambientale,2009,"229,361.92"
1,Attività n. 2 e 4 (Bando 1/2008),Legno Più Case Srl,x2 chi quadrato. Costruire strutture in bioedilizia certificate per attività formative,2009,"994,991.42"
1,Attività n. 2 e 4 (Bando 1/2008),E-Buildings Srl,x2 chi quadrato. Costruire strutture in bioedilizia certificate per attività formative,2009,"77,092.90"
1,Attività n. 2 e 4 (Bando 1/2008),Masè Termoimpianti Srl,x2 chi quadrato. Costruire strutture in bioedilizia certificate per attività formative,2009,"250,383.08"
1,Attività n. 2 e 4 (Bando 1/2008),Falegnameria Bomè Srl,x2 chi quadrato. Costruire strutture in bioedilizia certificate per attività formative,2009,"276,629.61"
1,Attività n. 2 e 4 (Bando 1/2008),G&G Impianti Elettrici Srl,x2 chi quadrato. Costruire strutture in bioedilizia certificate per attività formative,2009,"250,383.08"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Sport Hotel Majarè,Generatore di calore a biomassa,2009,"19,200.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)","Unione Commercio, Turismo, Servizi, Professionali e P.M.I. della Provincia di Trento",Pompa di calore,2009,"110,252.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Fiavè,Generatore di calore a biomassa,2009,"102,902.40"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Sagron Mis,Generatore di calore a biomassa,2009,"39,687.20"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Stenico,Coibentazione termica,2009,"43,476.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Aldeno,Coibentazione termica,2009,"53,788.80"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Gianmoena Marmi Srl,Impianto fotovoltaico in rete,2009,"58,498.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",La Pietra Musicplanet Snc,Impianto fotovoltaico in rete,2009,"29,952.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Ziano di Fiemme,Impianto fotovoltaico in rete,2009,"53,106.90"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Azienda Intercomunale Rotaliana SpA,Impianto fotovoltaico in rete,2009,"41,641.60"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Nuova Serpan Sas,Impianto fotovoltaico in rete,2009,"34,503.56"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Nuova Serpan Sas,Impianto fotovoltaico in rete,2009,"18,915.46"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Vigolo Vattaro,Impianto fotovoltaico in rete,2009,"29,743.56"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Bioenergia Fiemme Spa,Impianto fotovoltaico in rete,2009,"54,595.63"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Tomaselli Irrigazioni Srl,Impianto fotovoltaico in rete,2009,"17,000.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Sima Software Srl,Impianto fotovoltaico in rete,2009,"15,069.20"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Hard Tech Srl,Impianto fotovoltaico in rete,2009,"8,938.80"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Omz di Zanetti Sirio e Oliviero & C. Snc,Impianto fotovoltaico in rete,2009,"74,636.15"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Edilravanelli Srl,Impianto fotovoltaico in rete,2009,"53,934.10"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",L'Infisso Snc di Leoni Ezio & Miori Luigi,Impianto fotovoltaico in rete,2009,"14,850.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Pensione Montanara di Dallio Morena & C. Snc,Impianto fotovoltaico in rete,2009,"15,834.20"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Bucaneve Snc,Impianto fotovoltaico in rete,2009,"17,944.60"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Ronzone,Impianto fotovoltaico in rete,2009,"26,553.12"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Ronzone,Impianto fotovoltaico in rete,2009,"12,631.30"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Ronzone,Impianto fotovoltaico in rete,2009,"11,881.65"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Morandini Nello & C. Snc,Impianto fotovoltaico in rete,2009,"64,404.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Segheria La Primula di Seber Franco,Impianto fotovoltaico in rete,2009,"27,046.80"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Hotel Gran Mugon,Impianto fotovoltaico in rete,2009,"47,394.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Francia Serenella Hotel Rio Bianco,Impianto fotovoltaico in rete,2009,"44,100.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Zancanella Snc,Impianto fotovoltaico in rete,2009,"10,000.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Ceramiche Adige Snc di Grigoli & C.,Impianto fotovoltaico in rete,2009,"14,270.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Romeno,Impianto fotovoltaico in rete,2009,"22,937.42"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Stet Spa,Impianto fotovoltaico in rete,2009,"54,600.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Risto 3 S.c.,Impianto fotovoltaico in rete,2009,"54,400.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",A.R. Snc di Boscaro Roberto & C.,Impianto fotovoltaico in rete,2009,"8,808.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Mobilificio Silvio Delladio Snc,Impianto fotovoltaico in rete,2009,"18,227.60"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Avio,Impianto fotovoltaico in rete,2009,"15,291.74"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Cartoleria Dellagiacoma Sas,Impianto fotovoltaico in rete,2009,"21,516.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Hotel Stella Montis Srl,Impianto fotovoltaico in rete,2009,"21,516.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Tassullo,Impianto fotovoltaico in rete,2009,"17,949.94"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Don,Impianto fotovoltaico in rete,2009,"27,346.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",E-Cedis Srl,Impianto fotovoltaico in rete,2009,"116,351.69"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comune di Avio,Impianto fotovoltaico in rete,2009,"15,784.69"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Azienda Speciale per la gestione degli impianti sportivi del Comune di Trento,Impianto finalizzato al recupero del calore,2009,"267,360.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Comprensorio del Primiero,Impianto finalizzato al recupero del calore,2009,"103,368.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Azienda Speciale per la gestione degli impianti sportivi del Comune di Trento,Pompa di calore,2009,"44,960.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Azienda Speciale per la gestione degli impianti sportivi del Comune di Trento,Cogenerazione,2009,"187,880.00"
1,"Attività n. 9, 10 e 11 (Bando 4/2009)",Hotel Arnica Sas di Pederiva Marco & C. ,Generatore di calore a biomassa,2009,"29,852.00"
