oportunidades ","2.500,00"MACROPESCA S.A.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.600,00"MAMPARAS GUARNIZO SLU,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"MANUFACTURAS MARAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"MARINE MODELS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.887,67""MARTIN GARCIA SERVICIOS Y SUMINISTROS 
INTEGRALES DE OFICINA S.L.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"MARTINEZ E INCHAUSPE S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.502,50"MASA EOLICA S.L.L. EN CONSTITUCION,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"MATERIALES INCERA SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.500,00"MAXIMA ILUSION SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"MEDIO AMBIENTE TERCER MILENIO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.675,00""MEGAMOTOR, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"METALICAS MONTAÑESAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.207,00"MFH SC,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00""MONTAJES PEDRO, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","7.212,00"MOTOS TITIN SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00""MUEBLES MURIEDAS, SA","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.400,00""MUEBLES TO~O-BEA, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"NIKOLE SC,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"NOTARIOS CALVO SOTELO 19 S.C.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","13.507,00"NUEVA-MONTAÑA S.C.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","1.803,00"OBRAS Y CONTRATAS SUBIEDES SC,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"OPTICA SARON SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","2.550,00"OROINTERNET SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"ORUJO DE POTES SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"OSCAR PEÑA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.400,00"OVERLANDIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.062,50"PANADERIA SOLPICO S.A.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.600,00"PARTE HERMANOS SA,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"PASADENA SC,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00""PETROHOGAR, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"PIEDRAS DEL PAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.400,00"PINCALSA SC,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00""PINTURAS SOLPAINT, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.400,00"PLANETQUIMIA S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.400,00"PLAYAS DE SUANCES S.H. SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","17.205,00"PREFABRICADOS HERRERA S.L.,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.500,00"PRENSA Y REVISTA VERONICA S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"PRODI BIOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00""PROTECMORA SERVICIOS LEGALES CONTRA 
LA MOROSIDAD SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.075,00""PROYECTOS, OBRAS Y REFORMAS THISAN SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.414,00"PUBLIEMAIL SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.675,00"R.G. MURIEDAS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.300,00"RAQUEROS REUNIDOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"REAL DE PIASCA S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.600,00"RECAMBIOS Y CARRETILLAS SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.500,00""REGATA HOZ, S.C.","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","6.588,81"RELAIS THALASSO SANTANDER S.L.,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","7.500,00"RESIDENCIA GERIATRICA PTE VIESGO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","30.050,61"RIBAMAR INVERSIONES S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"ROSALES ABOGADOS SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"SADEINA S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"SANCISA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"SANOR 111 SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","9.800,00""SEFICOSA, SL","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","5.000,00"SEGUR BARQUERA CANTABRIA SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"SERVICIO CANTABRO DE EMPLEO,Apoyo a la gestión de los programas operativos,"10.000,00"SERVICIO CANTABRO DE EMPLEO,"Evaluación, estudios, información y comunicación","131,08"SERVICIO DE PROMOCIÓN DE EMPLEO,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","276.295,81"SERVICIO DE PROMOCIÓN DE EMPLEO,Fomentar el apoyo al trabajo por cuenta propia y la creación de empresas,"763.000,00"SERVICIO DE PROMOCIÓN DE EMPLEO,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","636.317,96"SERVICIOS INTEGRALES DEL NORTE S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"SERVICIOS VETERINARIOS DE CANTABRIA SA,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.106,43"SERVIMAPS SIG SL,"Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.950,00"SITO Y AITOR S.C.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00"SOAP CANTABRIA S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","8.820,00""SOCIEDAD DE APOYO AL EMPLEO EN MEDIO 
AMB","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.500,00"SOFTEC INTERNET S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00""SOLUCIONES Y CONTROL AMBIENTAL DEL 
NORTE","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","5.100,00"SUMINISTROS MANUEL MENOCAL S.L.,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","3.005,00""SUMINISTROS MONTE, SL","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.400,00""SUPERMERCADOS DE COLINDRES, SL","Favorecer la conciliación entre la vida laboral y personal y Impulsar la igualdad de 
oportunidades ","2.500,00"SUPERMERCADOS HERRERO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00""TABERNA LA SOLANA DE SANTANDER SL EN 
CONSTRUCCION","Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.900,00"TALLERES ALVA-RO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.600,00"TALLERES FERNANDEZ MERINO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
organización laboral ","4.400,00"TALLERES ROBLEDO SL,"Promoción del empleo estable y de calidad y difusión de formas Innovadoras de 
