nombre_beneficiario,nombre_operacion,montante_concedido,t_montante_concedido,montante_pagado_final_operacion,t_montante_pagado_final_operacion,ano_de_la_concesion_ano_del_pago,uri
DIRECCIÓN GENERAL DEL AGUA (MARM),Tanque de tormentas en la ciudad de Palencia,"4.981.218,00",4981218.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
DIRECCIÓN GENERAL DEL AGUA (MARM),MEJORA DE LA RED DE SANEAMIENTO DE LA ZONA BAJA DE LA CIUDAD DE MELILLA. FASE 1ª,"8.979.673,00",8979673.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
DIRECCIÓN GENERAL DEL AGUA (MARM),PROYECTO DE CONSTRUCCIÓN DE LA EDAR DE ALGECIRAS (CÁDIZ),"23.648.655,07",23648655.07,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
DIRECCIÓN GENERAL DEL AGUA (MARM),EMISARIOS Y DEPURACIÓN DE LAS AGUAS RESIDUALES DE LAS POBLACIONES DEL ALTO ÓRBIGO. MEDIDAS CORRECTORAS DE LOS VERTIDOS DEL ALTO ÓRBIGO (LEÓN),"22.447.077,00",22447077.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
C.H. DEL GUADALQUIVIR (MARM),Proyecto de renovación del sistema Quiebrajano. Tramo Cuérniga- Arjona,"4.248.880,59",4248880.59,"1.889.056,67",1889056.67,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
CONFEDERACION HIDROGRAFICA DEL CANTÁBRICO (MARM),Colector Norte de Oviedo,"24.950.000,00",24950000.00,"0,00",0.00,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
CONFEDERACION HIDROGRAFICA DEL CANTÁBRICO (MARM),Colector Interceptor General de Noja y Arnuero (Saneamiento de las Marismas de Victoria y Joyel). Cantabria,"47.000.000,00",47000000.00,"2.201.922,63",2201922.63,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
CONFEDERACION HIDROGRAFICA DEL CANTÁBRICO (MARM),Renovación de la traida actual de abastecimiento de agua al núcleo de Cangas de Onís. T.M. Cangas de Onís,"5.500.000,00",5500000.00,"29.811,86",29811.86,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
CONFEDERACION HIDROGRAFICA DEL CANTÁBRICO (MARM),Renovación de la red de abastecimiento de agua al núcleo de Cangas de Onís. T.M. de Cangas de Onís,"4.500.000,00",4500000.00,"29.811,90",29811.90,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
CONFEDERACION HIDROGRAFICA DEL CANTÁBRICO (MARM),Saneamiento de la aglomeración de Benia de Onís-Cangas de Onís. TT.MM de Onís y Cangas de Onís,"14.800.000,00",14800000.00,"36.334,14",36334.14,2009,http://www.dgfc.sgpg.meh.es/aplweb/pdf/DescargasFondosComunitarios/(3048)PO_FCH11.pdf
